epochs,AUC,sensitivity,selectivity
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
350.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
350.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
400.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
350.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
400.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
450.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
350.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
400.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
450.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
500.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
350.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
400.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
450.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
500.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
550.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
350.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
400.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
450.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
500.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
550.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
600.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
350.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
400.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
450.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
500.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
550.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
600.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
650.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
350.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
400.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
450.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
500.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
550.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
600.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
650.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
700.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
350.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
400.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
450.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
500.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
550.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
600.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
650.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
700.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
750.0,0.8974689085500808,0.8411475697346833,0.8408903544929925
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
350.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
400.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
450.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
500.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
550.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
600.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
650.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
700.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
750.0,0.8974689085500808,0.8411475697346833,0.8408903544929925
800.0,0.8966776875683143,0.8502513388047357,0.8499587798845837
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
350.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
400.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
450.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
500.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
550.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
600.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
650.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
700.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
750.0,0.8974689085500808,0.8411475697346833,0.8408903544929925
800.0,0.8966776875683143,0.8502513388047357,0.8499587798845837
850.0,0.9013801504135556,0.8574568116314438,0.8565539983511954
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
350.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
400.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
450.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
500.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
550.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
600.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
650.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
700.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
750.0,0.8974689085500808,0.8411475697346833,0.8408903544929925
800.0,0.8966776875683143,0.8502513388047357,0.8499587798845837
850.0,0.9013801504135556,0.8574568116314438,0.8565539983511954
900.0,0.8991995345119171,0.8557335051174358,0.8557295960428689
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
350.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
400.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
450.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
500.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
550.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
600.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
650.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
700.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
750.0,0.8974689085500808,0.8411475697346833,0.8408903544929925
800.0,0.8966776875683143,0.8502513388047357,0.8499587798845837
850.0,0.9013801504135556,0.8574568116314438,0.8565539983511954
900.0,0.8991995345119171,0.8557335051174358,0.8557295960428689
950.0,0.8991995345119171,0.8557335051174358,0.8557295960428689
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
350.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
400.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
450.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
500.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
550.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
600.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
650.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
700.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
750.0,0.8974689085500808,0.8411475697346833,0.8408903544929925
800.0,0.8966776875683143,0.8502513388047357,0.8499587798845837
850.0,0.9013801504135556,0.8574568116314438,0.8565539983511954
900.0,0.8991995345119171,0.8557335051174358,0.8557295960428689
950.0,0.8991995345119171,0.8557335051174358,0.8557295960428689
1000.0,0.8991995345119171,0.8557335051174358,0.8557295960428689
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
350.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
400.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
450.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
500.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
550.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
600.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
650.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
700.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
750.0,0.8974689085500808,0.8411475697346833,0.8408903544929925
800.0,0.8966776875683143,0.8502513388047357,0.8499587798845837
850.0,0.9013801504135556,0.8574568116314438,0.8565539983511954
900.0,0.8991995345119171,0.8557335051174358,0.8557295960428689
950.0,0.8991995345119171,0.8557335051174358,0.8557295960428689
1000.0,0.8991995345119171,0.8557335051174358,0.8557295960428689
1050.0,0.8991995345119171,0.8557335051174358,0.8557295960428689
50.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
100.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
150.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
200.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
250.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
300.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
350.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
400.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
450.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
500.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
550.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
600.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
650.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
700.0,0.8972799399650884,0.8384142377967646,0.8384171475680132
750.0,0.8974689085500808,0.8411475697346833,0.8408903544929925
800.0,0.8966776875683143,0.8502513388047357,0.8499587798845837
850.0,0.9013801504135557,0.8574568116314438,0.8565539983511954
900.0,0.8991995345119171,0.8557335051174358,0.8557295960428689
950.0,0.8991995345119171,0.8557335051174358,0.8557295960428689
1000.0,0.8991995345119171,0.8557335051174358,0.8557295960428689
1050.0,0.8991995345119171,0.8557335051174358,0.8557295960428689
1100.0,0.9005345499828705,0.8598696894542025,0.8598516075845012
